text	label
吳姿穎看看有沒有蘇軾	Non-offensive
有蝦婷我知道你有時會戴錶快學	Non-offensive
你現知道父母怎看你和你心愛的玩具了吧，因為你是我生的	Non-offensive
我根本怕爆	Non-offensive
妳要幾朵我都給妳	Non-offensive
吃太多汪汪的下場智商真ㄉ只剩	Non-offensive
最後那個	Non-offensive
感謝老師	Non-offensive
咁佢算唔算	Non-offensive
王雋天一定會有撥雲見日的一天	Non-offensive
最有錢的三孃教子，最有權的幹掉姘頭那些人絕對不跟提這兩個例子	Non-offensive
臺灣人的你不該管到苗栗國的事恐引發外交危機	Non-offensive
買一匹好駒找我哦☺☺☺	Non-offensive
集柯粉、柯黑、於一身，三個願望一次滿足	Non-offensive
有馬去死害得我的好基友死掉怒目中啊啦，告白了	Non-offensive
加油謝謝	Non-offensive
妄想抽黑貞	Non-offensive
搶登不就好了	Non-offensive
好壞的人喔	Non-offensive
不必理會那些瘋狗，做自己就好	Non-offensive
李竺軒快看	Non-offensive
好險你爸爸是主角不然這因為你一句就死了	Non-offensive
鳳凰展翅你敢信	Non-offensive
求其講一個都入啦	Non-offensive
祝妳明年連任失敗	Non-offensive
老公算了啦	Non-offensive
感謝委員仗義執言吾等平民全力相挺	Non-offensive
這點智慧倒是很有呢	Non-offensive
你們有吳斯懷你還想選市長嗎笑話	Non-offensive
黃琛為好局不揪嗎	Non-offensive
該減肥了，	Non-offensive
滅火器發大財	Non-offensive
蔡京穎可以去	Non-offensive
一直罵髒話，應該不會投你	Non-offensive
對付雞掰的人就是要比他更雞掰阿	Non-offensive
妳試著放輕鬆	Non-offensive
辛苦的人上天會給予回報的其實不貴	Non-offensive
施羽涵騙	Non-offensive
忘恩負義的人	Non-offensive
餘姐姐真偉大	Non-offensive
你看留言陳柏妤	Non-offensive
辛苦你加油	Non-offensive
你係東亞病夫防疫	Non-offensive
扣哥我真的很喜歡聽你的夠愛我挺你你最操我的愛只能夠	Non-offensive
可能是因為菜婆要走向世界	Non-offensive
你根本沒用心，枉費我教育你，我都跟你說這關要這樣打了優質家長	Non-offensive
那個阿姨如果是國民黨的，這堆酸綠色恐怖的就自婊了欸	Non-offensive
連老都被臭死和餓死了	Non-offensive
一堆寫輪眼可是不會須佐	Non-offensive
謝妮妮磅便士	Non-offensive
你在過不久就會有黑色衝動了	Non-offensive
賴旺學起來	Non-offensive
中夭待會又會有人跑出來說你們是綠色的了	Non-offensive
生不出小孩的有救了	Non-offensive
那就讓她扣幾剩下的吐出來	Non-offensive
臺灣人要醒醒啊	Non-offensive
你很漂亮	Non-offensive
還以為自己是白色的兵喔白蓮教徒而已吧	Non-offensive
滅火器本土樂團，加油，	Non-offensive
噴辣椒水給他就好啦	Non-offensive
我帶酒去餵你	Non-offensive
支持艾倫禽獸媽媽應該被判死，超可怕的	Non-offensive
不知所謂	Non-offensive
喔氣氣氣氣氣	Non-offensive
陳俞衡還好我的是	Non-offensive
哥退休前是長榮員工	Non-offensive
吳柏翰快和娘子出來看古人	Non-offensive
妳還好吧	Non-offensive
朕已閱，下面一位	Non-offensive
妳當初是被下降頭嗎	Non-offensive
幹這大便滑下去下面就恭喜發財	Non-offensive
昨天完成捏爆他啊海拉	Non-offensive
給一千二百小費感恩師父	Non-offensive
假的都是彈藥包勢力	Non-offensive
其實他在自己國家就是這樣	Non-offensive
要好好休息啊	Non-offensive
你才是豬你全家都是豬呃佩佩喬治家日常	Non-offensive
美麗的天使	Non-offensive
好多美人	Non-offensive
強哥買瓜	Non-offensive
不是初見但還是好好笑救命	Non-offensive
他的很好看	Non-offensive
願做終生資安志工，絕不反悔	Non-offensive
趙柏翔快來看留言	Non-offensive
祈手到處都是祈手	Non-offensive
這種人有夠煩	Non-offensive
詹凱琪要不要去	Non-offensive
邪惡會輸給正義，後面要不要再接個工商	Non-offensive
都是大人的功勞	Non-offensive
從發文看大概是吸獨變到吸毒的粉絲團	Non-offensive
害死條人命房東要關到死那塊土地賣掉賠償死傷者的補償	Non-offensive
臺灣到底有幾位政協啊	Non-offensive
你們小心大正小心拜託	Non-offensive
繼飲筒海龜之後又可以禁咩你班環保撚好撚煩	Non-offensive
跟你一樣牡羊座	Non-offensive
乖別気了去吃筒冰激淋吧	Non-offensive
可憐啊，給你秀秀	Non-offensive
你很有愛心喔	Non-offensive
洪家舉洪嘉擧	Non-offensive
喝毒奶打假疫苗，厲害了牠的國	Non-offensive
加油老爺爺	Non-offensive
馬上查出來	Non-offensive
元ツ好才我們這棟樓沒有	Non-offensive
譚宇晴珉熊	Non-offensive
沒本事的人才會靠杯	Non-offensive
林恩葶又要走起了	Non-offensive
呢種人渣判死刑好過啦浪費地球資源，用佢既糧養隻狗貓好過	Non-offensive
何翎瑄何沐晨	Non-offensive
倉鼠死得好慘	Non-offensive
哇咧每年都來一次	Non-offensive
不會沒錢啦，早就薛飽了，頂多臭掉了而已	Non-offensive
看他好像也不會很聰明啊	Non-offensive
我願意把您保出來所以叫他們賠	Non-offensive
耶，強耶	Non-offensive
娘娘的右手還好嗎	Non-offensive
國民女婿表示：	Non-offensive
你是誰這段話，好熟悉	Non-offensive
錒平、快開你得白居易來	Non-offensive
你很可愛，值得愛，加油	Non-offensive
左膠永遠都係藝擅	Non-offensive
難怪連先生沒當兵	Non-offensive
誰在罷凌誰阿韓粉之前離譜的行徑這些人都當沒沒看見	Non-offensive
不用怕你很帥還會還會跑酷你根本就是多彩多藝的帥哥啊	Non-offensive
這個媒體腦袋正常的大家都知道要直接忽略	Non-offensive
我記得你是男生不是嗎	Non-offensive
趴趴有錢阿津只能跟他玩	Non-offensive
所以不是記者，而是妓者	Non-offensive
虧你還拿滿改結果趴在一個蠢位置下去	Non-offensive
陳御齊看看你第五名耶媽的你不應該是第一名嗎我第名	Non-offensive
這種人就是欠吉	Non-offensive
派哦派哦	Non-offensive
越南傑出的一手	Non-offensive
說個笑話，臺派	Non-offensive
黑暗四天王	Non-offensive
期待他有天可被這個自殺的靈ㄧ直跟著	Non-offensive
拍拍呱吉越認真的人總是越容易中箭啊	Non-offensive
因為他們的職業是流氓	Non-offensive
賠到你不要不要的讓你絕望到沒當場撞死自己	Non-offensive
李沺鋐做善事的時候到了	Non-offensive
你是在不爽你姐日子過太爽嗎難不成要啃老啃你才好嗎	Non-offensive
養豬怎麼了嗎	Non-offensive
烏丸優好可愛	Non-offensive
奇怪誒這人	Non-offensive
韓粉好棒	Non-offensive
妹妹妳很棒加油	Non-offensive
天阿南半球呢	Non-offensive
這次真的自爆了	Non-offensive
生日快樂，宣美女	Non-offensive
有鈔票什麼都好說	Non-offensive
姓許的先按讚在說	Non-offensive
送他三棵樹	Non-offensive
雨宮千翼守	Non-offensive
你要不要先定義臺派一下是三小，罵你的就叫臺派	Non-offensive
欸你怎麼把他改成中國了	Non-offensive
王暐茹哈哈最屁的那種	Non-offensive
幹作者黑一花吧	Non-offensive
謝宜憲挖靠這底下留言各種猛	Non-offensive
歡樂無法黨的撈仔	Non-offensive
我是憑自己本事胖的要你嫌你兩分鐘的時候我都未嫌你呢	Non-offensive
陳樂那ㄓ吐舌頭的根本就是妳	Non-offensive
娘娘真的很棒	Non-offensive
思妤洪育騰	Non-offensive
果然尾數逢都沒好事	Non-offensive
大嬸你是不是真的生病了沒有家人嗎沒有朋友嗎沒有愛嗎	Non-offensive
大師兄遇上住海邊的正義魔人了管真寬	Non-offensive
在一堆美肌化妝的世道下，妳算是一股清流惹	Non-offensive
這種人到底在想甚麼那麼自我感覺良好	Non-offensive
敲碗開團給覺醒媽開光	Non-offensive
為了孔劉我要追起乃	Non-offensive
給分享ㄇ	Non-offensive
陳明秀我們病得∼不輕	Non-offensive
終於有舊你既石頭	Non-offensive
狐狸可愛	Non-offensive
欸嘿我頭號粉絲	Non-offensive
支持呱吉	Non-offensive
系列帥爆好嗎	Non-offensive
不造為什麼一秒想到你	Non-offensive
媽外面烏龍密佈欸趕快拿鍋子來裝	Non-offensive
那老闆人還不錯	Non-offensive
你最棒大聲	Non-offensive
明軒真的要練防身術	Non-offensive
小商人是不是沒發給最左邊紫色妹薪水	Non-offensive
陳妤還好上次去吃沒被罵	Non-offensive
強國人嘅所作所為就已經辱華啦	Non-offensive
說別人沒見世面自己怎麼不去加拿大吸到飽沒錢去	Non-offensive
羨慕，真正能陪你抗癌的人又有多少人誰能夠對癌症的人，不離不棄	Non-offensive
之前常在工作的地方見到他，氣場很強但人真的很親切	Non-offensive
通通轟鎖	Non-offensive
難怪是的低薪工程師，因為等級跟一樣	Non-offensive
椿椿子游喬迪看最前面的留言笑到哭	Non-offensive
真的有韓粉	Non-offensive
好的鬼鋼	Non-offensive
林芯彗超過底線就該客氣地讓對方知道哦林芯彗	Non-offensive
葉翎看留言啦快點	Non-offensive
陳玟瑄婊姐不停道歉	Non-offensive
一堆白痴不然車行要賺甚麼	Non-offensive
他擦遺照幹嘛	Non-offensive
辛苦你們了加油	Non-offensive
到底是養幾隻小貓阿	Non-offensive
咁你準備咗槍未呀	Non-offensive
見證友情時刻還不衝一波	Non-offensive
老弟，又怎麼了	Non-offensive
瑞希越嚟越靚囉	Non-offensive
我噗哧出來	Non-offensive
道白姐夜愉快美好心恬	Non-offensive
你不告她們她們天天都會死纏爛打，你村長加油	Non-offensive
承太郎快用你無敵的白金之星斃了他的聖光檢舉	Non-offensive
蒙倩瑜餘積慈	Non-offensive
阿公太好笑了啦	Non-offensive
如何當個富有文化營養的大眾：成為隻幹幹貓	Non-offensive
這三角地帶不能忍	Non-offensive
這名甲面騎士的連招是不是	Non-offensive
話隨便人說	Non-offensive
等等那視障者怎麼辦	Non-offensive
謝謝李洋	Non-offensive
錢一切都是為了錢	Non-offensive
不能選他認真	Non-offensive
潘子承你看看所有古人差不多都到了	Non-offensive
他到底吃什麼也給我來一點	Non-offensive
你們的剪接師是哪裡的高僧，看分鐘拳頭都硬了，還做的到出片	Non-offensive
仲出呢招今時今日警車都照抄啦	Non-offensive
全婆俠到	Non-offensive
是檳榔柯跟檳榔粉	Non-offensive
吿爆它支持你們	Non-offensive
平行時空的王炳忠是個好人	Non-offensive
李恩廣發瘋欸	Non-offensive
就跟你是番仔一樣	Non-offensive
碰了紅中吃了五筒聽單調發財	Non-offensive
偽善的男主角	Non-offensive
同你交換	Non-offensive
張禮聿你	Non-offensive
吿死他們莫名奇妙	Non-offensive
不嬲多藍屍白痴	Non-offensive
錢多告他不原諒	Non-offensive
真誠努力，會給你一席之地發揮你的才能與為民服務的心	Non-offensive
水番潘這團請起來	Non-offensive
阿嬤賀甲	Non-offensive
一定邊個會燒錢養	Non-offensive
我抄襲你的抄襲，不愧是尊	Non-offensive
不是阿他是紅隊的吧	Non-offensive
啟臣，加油	Non-offensive
烏龍密佈哪烏龍啊	Non-offensive
年紀大一點的	Non-offensive
好爛的政策	Non-offensive
林伊諾看這種就是真朋友	Non-offensive
被害妄想症那種	Non-offensive
金北七今天明志老闆說的這個	Non-offensive
林永清靠北好多古人跑出來哈哈哈哈哈	Non-offensive
阿童是真強者	Non-offensive
聲音好像以前遊覽車叫賣爆紅的小妹妹	Non-offensive
突然要喝你真的超有事	Non-offensive
好專注的眼神，給妳一個讚	Non-offensive
韓粉來了沒啦怎麼都那幾個啦沒有人才了嗎	Non-offensive
不愧是全婆俠，連各類的物種都不放過，觀察入微	Non-offensive
又是大頭跟肥仔	Non-offensive
啊是不是要幫我加進去了光頭	Non-offensive
寫那些農場文是抖吧	Non-offensive
陳柏愷林廷諭下面也一堆沒讀書的在笑記者	Non-offensive
你你到底在拿什麼東西指我先搞清楚好不好	Non-offensive
墨人看留言	Non-offensive
我草尼馬你馬裡隔壁	Non-offensive
大王是在放閃嗎	Non-offensive
這種我直接電死	Non-offensive
大法師宇智波佐助	Non-offensive
劉怡小葵	Non-offensive
劉上華阿公那段你一定要看	Non-offensive
了不起屌打一票嘴鄉民	Non-offensive
板橋耳東陳幹嘛對我們婊姐又愛又恨	Non-offensive
古舘鳴倉這個啦	Non-offensive
真好看我武功不高，以後可能沒辦法當這麼厲害的阿嬤	Non-offensive
難怪我厭男	Non-offensive
妳你是最棒的	Non-offensive
陳欣妤這個	Non-offensive
王鐳穎好像很厲害	Non-offensive
父子騎驢做自己好自在臺派說不定是中國內奸	Non-offensive
好的那我先去打爐心融解壓壓驚我等等回來	Non-offensive
香菇菇快來按讚	Non-offensive
大家如果住在附近趕快去幫幫他很認真工作生活，大家要支持他	Non-offensive
啊終於有人出來罵普信男了嗚嗚嗚	Non-offensive
性無能的臭甲	Non-offensive
他只想當小三	Non-offensive
本日次機掰	Non-offensive
媽咧警力不足咧	Non-offensive
了不起，阿童	Non-offensive
這種新聞，等那個人死了再報就好了	Non-offensive
病的不輕	Non-offensive
東霖教授也敢嘴	Non-offensive
是啊心善散發出來的就是氣質出眾	Non-offensive
ㄎㄎ第二名	Non-offensive
這叫計畫懂個屌毛	Non-offensive
長的比你醜的都有女朋友ㄌ	Non-offensive
芳瑜你這個大學生該檢討一下了	Non-offensive
想排隊巴一下他的頭	Non-offensive
你倒是去買牛奶阿	Non-offensive
搞得好像你很好看	Non-offensive
人哋要跑數呀	Non-offensive
嘿有點準耶牡羊追雙子	Non-offensive
跟他在食神當道差好多他在食神裡面很溫柔耶而且很會鼓勵人	Non-offensive
奮起湖超馬三連霸神人政彥哥	Non-offensive
白痴有那麼漂亮的妞我還找其他女人幹什麼	Non-offensive
叫妳瓶命三娘不為過	Non-offensive
一個月五千花不掉其他歸他管幹慈濟都沒那麼坑	Non-offensive
墨染姐快呼叫你的朋友牛頓出來	Non-offensive
所以什麼時候才要做	Non-offensive
編假新聞動動腦子行嗎	Non-offensive
問下林鄭	Non-offensive
葉新群小傑要注意	Non-offensive
王奕翔哼哼	Non-offensive
為什麼要留言找罵呢酸民們	Non-offensive
劉奇澔傑出的一手	Non-offensive
看三人要守密，二人得去死，神	Non-offensive
廢死聯盟肇的虐	Non-offensive
邱暐婷好勵志	Non-offensive
玉後好可愛	Non-offensive
飛躍進步男演員	Non-offensive
所以到底是要怎樣	Non-offensive
彭紹棋鼻鼻我們去買這個好不好	Non-offensive
為咗下一代唔生下一代，玩死您下一代	Non-offensive
江冠霆幫你到這	Non-offensive
哇我爸媽耶要叫童叔了	Non-offensive
鐵棒欸真羨慕	Non-offensive
那醫生還真缺德	Non-offensive
他這個賀哥我看了很多，都覺得很好笑	Non-offensive
那ㄟ安捏神邏輯	Non-offensive
你比柯厲害	Non-offensive
個件世事都給他看透了嘅旦散，俾人識穿好耐，講佢都抬舉左佢	Non-offensive
請一起繼續幫忙阿明	Non-offensive
有夠厲害	Non-offensive
呼麻爽啊	Non-offensive
在灌輸下一代什麼人格這個人壞透了	Non-offensive
優秀等韓國魚來新竹造勢我一定直接出國	Non-offensive
用黑色高級車保護工人的谷岡是鑑	Non-offensive
攻擊你家人就是他們的不對但是你實際上的貢獻在哪	Non-offensive
因為死腦筋	Non-offensive
恭喜畢業囉好優秀喔讚	Non-offensive
壓死他，換一個	Non-offensive
婊姐啊男主角不是醜男他是李政窄是李政窄啊啊啊啊啊	Non-offensive
是自己厲害走過來的	Non-offensive
禁怪誔節	Non-offensive
找查理來展現白目真的是超適合的	Non-offensive
江主席與強哥都是很優秀的人才，加油	Non-offensive
邱議員好大的口氣你不怕受到任何威脅嗎拜託不要	Non-offensive
你看幾帥	Non-offensive
加油臺灣還是很多好人	Non-offensive
又戒嚴了喔沒想到還能遇到	Non-offensive
你本人很漂亮呀	Non-offensive
這兩位都一隻腳進棺材了，別害臺灣下一代好嗎	Non-offensive
病得不輕	Non-offensive
他們一定是羨慕有嫉妒瓜女神	Non-offensive
怎知係同事	Non-offensive
好心疼娜娜奇和米蒂幹你黎明	Non-offensive
懷念嗎哥	Non-offensive
亂入⁎⁍⁍⁎	Non-offensive
洪奇寶天阿忽有龐然大物拔山倒樹而來蓋一老婆癩蛤蟆也	Non-offensive
睫毛的男朋友	Non-offensive
詹於萱面紙準備好	Non-offensive
抱，辛苦了去吃一頓	Non-offensive
應該喊小公主才對呀	Non-offensive
現在想炒學歷蓋掉她仇綠選民言論	Non-offensive
你怎麼那麼棒，偶要按兩百次讚	Non-offensive
笑死也太八點檔叔叔最衰那種	Non-offensive
當今皇帝自己眼大唔大呢	Non-offensive
祝福您吉祥如意康樂年年	Non-offensive
某西某正什麼經	Non-offensive
他被拉下來之後，最抖的是誰	Non-offensive
邪惡終究會輸給正義的加油	Non-offensive
版主你的粉絲比炳忠的多好多喔	Non-offensive
耳東陳比較幽默我給⭐⭐⭐⭐⭐到底在供三小，這麼娛樂大眾	Non-offensive
'這樣呢	Non-offensive
加油支持國家級研究生哥哥	Non-offensive
智叔好戲	Non-offensive
早知道就給她認真的夾在腦子上	Non-offensive
呱吉，什麼時候要選總統	Non-offensive
懷米許瑜	Non-offensive
你是爆雷派	Non-offensive
鍾騏宇幹林娘急拜	Non-offensive
非名校也活的好好的	Non-offensive
小商人靠北幹古股份有限公司拜託給徐先生來點刺激的	Non-offensive
我一直以為你是女的所以我搞錯了嗎＆	Non-offensive
潛意識在意人家外表潛意識找有錢男人	Non-offensive
草泥馬到底怎麼了啦	Non-offensive
好偉大的父愛，祝你長命百歲，一生平安	Non-offensive
你想點啊屌	Non-offensive
劉卯不想活了	Non-offensive
沒開美肌大概就多個熊貓眼而已其實還算是美女	Non-offensive
季阿早安	Non-offensive
團長加油，你不是一個人	Non-offensive
歐陽牛牛	Non-offensive
唔係個度出現野豬咪唔會集擊你	Non-offensive
了不起學霸	Non-offensive
垃進拉圾車	Non-offensive
為什麼你要嫁	Non-offensive
愚民樂嘛	Non-offensive
廖宏澤李蒼錡媽的挫冰勒感覺就是蒼錡會做的事	Non-offensive
有沒有傳送門，求朝聖副主任	Non-offensive
配音好潮那個吐舌頭	Non-offensive
不要任性了學長加油	Non-offensive
今天初六啦	Non-offensive
靜將容媺涵心情不好可以來看	Non-offensive
閻羅王很帥耶	Non-offensive
許恩毛蟹	Non-offensive
啊不然呢	Non-offensive
咪撚理班玻璃心啦屌	Non-offensive
楊子萱蘇	Non-offensive
好期待三十年後子女棄養廢老既新聞	Non-offensive
李皓丞太狠了	Non-offensive
宿翰好像你認識的某人	Non-offensive
林孟榛看下面留言	Non-offensive
這種惡意犯一定要加重期刑	Non-offensive
一起帶爸媽去試試	Non-offensive
牛亞亞你們好幸運有個這麼棒的市長	Non-offensive
陳亭妤楊淑欽	Non-offensive
辛苦會有代價的我們挺你	Non-offensive
刷存在感就算了還非得證明自己是毫無醫德愛亂爆料的醫生	Non-offensive
胖皮會保護你的	Non-offensive
張翊賢快你的名片拿去發	Non-offensive
你們原地結婚吧	Non-offensive
突然覺得是位很好的饒舌歌手	Non-offensive
支援一波	Non-offensive
我還是會支持你的大哥	Non-offensive
ㄜ他現在剩下的支持者真的跟韓粉一樣	Non-offensive
原來是捐團費的熱情民眾	Non-offensive
泳吟好身材，喜歡妳	Non-offensive
所以老婆比較凶還是喪屍比較凶挖坑	Non-offensive
抄襲你的抄襲水視頻√	Non-offensive
兩位都是新北市的義消義消都不義消了	Non-offensive
說低真好	Non-offensive
還不吃爆他	Non-offensive
大熊今天怎麼帶口罩	Non-offensive
智堅哥哥好棒啊	Non-offensive
張銘偉阿公	Non-offensive
影片在哪我去嗆爆他	Non-offensive
恭喜別跟隔壁棚的置氣	Non-offensive
下次去你家借牛奶	Non-offensive
黑鏡根本先知啊	Non-offensive
妳剛說的	Non-offensive
他會被口死	Non-offensive
這佐助大概放水了成吧以前雷切就直接搗爛他腦子了可能太血腥	Non-offensive
哭爸哭母的，死整年操尼馬	Non-offensive
沒什麼變阿	Non-offensive
可以出來選總統嗎各國縣市都需要你出來改革	Non-offensive
魚魚超北爛	Non-offensive
第部呀不單純	Non-offensive
源式才是各種小偷	Non-offensive
不在臺灣希望大家在他附近可以幫幫他生活真的很不容易	Non-offensive
小心那個阿姨	Non-offensive
紅隼扛起來	Non-offensive
想當脫魯的小緯	Non-offensive
啊啊啊啊枝嗚嗚嗚尼好可愛	Non-offensive
是市中心的嗎	Non-offensive
我也要借一點白白的液體高子甯	Non-offensive
丟給他叫他自己把車牽到車行啊	Non-offensive
林玉珊感覺你會愛	Non-offensive
那話哭慘拉	Non-offensive
語姐謙虛了	Non-offensive
殺死人償命，管他是何原因除非是自衛殺人	Non-offensive
鬧一堆八吃	Non-offensive
劉宇唐鐵單	Non-offensive
當個聰明的用路人	Non-offensive
王銓銳你要去偷井蓋了嗎	Non-offensive
陳艾迪要看	Non-offensive
嗆我啊看你能講什麼	Non-offensive
張哲生那個裡面很多	Non-offensive
嗯神精ㄟㄏㄏ	Non-offensive
人間天使臺灣有您真好	Non-offensive
陳均愷哭啊	Non-offensive
手機就收起來啦要罵回臺灣再罵先陪丙醇	Non-offensive
關手機去睡啦老闆真的很耶	Non-offensive
願你一路好走安息	Non-offensive
啲大愛和平人士真係弱智架	Non-offensive
這事，就是有感	Non-offensive
明軒，你思續理路清析，口才也很好	Non-offensive
請再去把呱吉的影片看過十遍	Non-offensive
特大的多少	Non-offensive
大愛偉大的父親	Non-offensive
這病，無解	Non-offensive
美天都看到黃金歲月中的妳價值比黃金更高喔	Non-offensive
佢唔係咪咪眼係三角眼，為人極度仇恨做事極度狠毒	Non-offensive
亂說，妳根本就很美好嗎	Non-offensive
韓粉錢多，吉爆它們	Non-offensive
多個都排滿了	Non-offensive
啊就落後國家自以為已開發國家啊	Non-offensive
朱冠宇出來看迷因	Non-offensive
李依叡好多白熊	Non-offensive
壞掉的學長收	Non-offensive
沒打沒新聞刷存在感小強不跑來跑去就不叫小強	Non-offensive
你剛剛違規停車我已經繳費了錢拿來	Non-offensive
找這兩個同仇敵愾就對啦	Non-offensive
感覺佐助沒有哥哥的高深莫測	Non-offensive
他喊到黑姑耶	Non-offensive
手無縛雞之力	Non-offensive
臺南高雄人真可憐只能有淹水	Non-offensive
林幫幫超可愛欸	Non-offensive
帶頭的怎麼沒畫成肉男	Non-offensive
吹捧老公，然後女神可能要買什麼物品	Non-offensive
加油你是最棒的挑戰最艱難的、你已經成功了	Non-offensive
奶奶加油手術會順順利利的	Non-offensive
重點是裡面只有他有讀大學	Non-offensive
認真妳就輸了	Non-offensive
居然還活著	Non-offensive
組刻薄反同	Non-offensive
有實力就不用怕	Non-offensive
了不起學霸欸	Non-offensive
娘娘真的很高耶，某國家選手真該向妳學習	Non-offensive
那你開啊，我阻止你是為你好誒，幹	Non-offensive
根本唔洗理啲	Non-offensive
你係唔係	Non-offensive
所以你家有牛奶嗎	Non-offensive
兩千倉鼠可憐自動奉上倉鼠未能擁獨立思考能力的人可悲	Non-offensive
永婕姊午安	Non-offensive
看見這個了	Non-offensive
把孩子給他自己離開	Non-offensive
宋恩恩是不是你在搞事	Non-offensive
裡老喬的配音在也去世了	Non-offensive
當然有趣	Non-offensive
我在等你來娶我	Non-offensive
這這這是年輕時的戰戰嗎	Non-offensive
這種人我都已讀不回	Non-offensive
楊統宇想去	Non-offensive
覺得你罵人好可愛	Non-offensive
我大韓粉連臺大都不屑唸了，還在乎你中山嗎哼	Non-offensive
白賊魚，不說謊，會死	Non-offensive
陰公呢度個數仲多個簽名數可能支持者唔識字	Non-offensive
擊殺玻璃心洨粉紅隊的隊長就是你了	Non-offensive
先吃個雞排跟珍奶壓壓驚先	Non-offensive
看完笑出來好啦都給妳賺	Non-offensive
沒救了直接送她去中國	Non-offensive
強制換新真的他媽的反智	Non-offensive
你是說某校師嗎	Non-offensive
山路還是保守一點量力而為	Non-offensive
沒救的白目	Non-offensive
他起跑點就遠輸其他人啊	Non-offensive
這%根本贏了	Non-offensive
陳敬謙許家騰你們應該不是型男是其他	Non-offensive
太懶了知道吃也應知道拉屎尿要去那拉吧	Non-offensive
男的當然想永遠未婚	Non-offensive
大謙真的很會唱	Non-offensive
那個誰誰誰的不要再給地方媽媽壓力了好嗎	Non-offensive
他是閻王千萬不能得罪他啊婊姐	Non-offensive
所以他是男的還是女的	Non-offensive
眼前的黑不是黑你說的白是什麼白	Non-offensive
蕭丞丞劉韋伸我快看哭了	Non-offensive
追撞了是要怎麼科舉惱	Non-offensive
唉男人是什麼鳩就是本能邊控制到咁多	Non-offensive
不然要回含哦幹甲爆	Non-offensive
我大傻眼	Non-offensive
你在直播的時候有尊重你老婆嗎	Non-offensive
陳柏樺組隊了ㄇ	Non-offensive
可惡為什麼這套衣服你穿起來那麼好看	Non-offensive
清秀看留言	Non-offensive
不愧是快嘴	Non-offensive
好偉大的父母	Non-offensive
果然還是乖乖當個宅宅比較好	Non-offensive
你講話好臺偶洗翻	Non-offensive
應該還要爆衣的	Non-offensive
看來這女人應該是認為自己都沒讀文言文吧	Non-offensive
了不起實力	Non-offensive
王偉霖ㄨ	Non-offensive
看到製造業就氣，推一個	Non-offensive
餘重嶽我應該會在建國前死去	Non-offensive
沒死沒死就沒什麼好看的了	Non-offensive
江主席真是國黨少數的政治家	Non-offensive
偏偏這種渣，真的多到數不清	Non-offensive
強強滾爆：手腳多少錢我都被威脅過	Non-offensive
自食其力的人最棒了	Non-offensive
有理耶這個應該更早提出來打臉民進那些假面	Non-offensive
潘安再世洛陽紙貴	Non-offensive
因為母妃阿孃太貌美副舵嫉妒啦	Non-offensive
原來是業配啊	Non-offensive
倒數第二個答案真的是華頭華腦	Non-offensive
絕對要支持你們	Non-offensive
神串留名	Non-offensive
隨朗公罵隨郎拜有夠無聊的酸民	Non-offensive
軒仔蕩失路	Non-offensive
你是被打的那個	Non-offensive
他們以為阿津有工作室快樂夥伴	Non-offensive
我覺得你可愛就好	Non-offensive
拜託人家是臺大外科醫生誒豈容你嘴	Non-offensive
佢都知自己白痴	Non-offensive
胡鈞硯我想去	Non-offensive
你好漂亮	Non-offensive
你好棒加油	Non-offensive
秋枝大佬又要稱霸了	Non-offensive
賈宗霖還不快謝謝大哥	Non-offensive
吃我的小龍蝦吧	Non-offensive
我的阿澤	Non-offensive
那也是再換一個高學歷的來而已，跟低學歷能力好的無關	Non-offensive
依家先知包以正都有份	Non-offensive
阿公出單曲一定買	Non-offensive
曾子懿男神真的很可以	Non-offensive
有個咁重情重義嘅家姐真好	Non-offensive
唔識欣賞	Non-offensive
辛苦了祝平安、順產	Non-offensive
你咁愛拜登，不如分析下佢呢家領導美國維護世界秩序得有幾好	Non-offensive
年終領一波	Non-offensive
當天有跟直播你只會豬嘯天跟惱羞要反省了沒阿	Non-offensive
����	Non-offensive
小櫻不一樣了越來越有九品的料	Non-offensive
是智熄的智哦	Non-offensive
操想殺人的心都有了	Non-offensive
李劼龍貓怎麼可以不生氣	Non-offensive
記者跟那些跟風罵人的根本廠廠	Non-offensive
記得當的終身志工	Non-offensive
不是奴家嗎	Non-offensive
這種的怎麼還有辦法嫁還不離婚真的很厲害欸	Non-offensive
這種客人不要也罷	Non-offensive
陳梓滔蕭嘞靠北	Non-offensive
你兒子以後敢報自家門嗎	Non-offensive
先跟各位道個歉我的	Non-offensive
無聊什麼都怪阿嬤	Non-offensive
笑的死去	Non-offensive
他沒罪，才怪	Non-offensive
恭喜希望快樂成長	Non-offensive
明天馬上去捧場	Non-offensive
誰呀臺灣人沒眼光了妳這麼美	Non-offensive
明天我去收萬住址給我如不給錢我拿跟手指回來給你	Non-offensive
好好好祝他們離苦得樂不哭了	Non-offensive
小猴美女超人	Non-offensive
所以他捅你的那一刀是不是天涯明月刀	Non-offensive
前世仇人	Non-offensive
任黃安林哲至	Non-offensive
劉思妤各位古人留言	Non-offensive
所有世界中混的最慘的女神	Non-offensive
你唱阿公那一段我認真有點想阿公	Non-offensive
楊子樂那個酸民有魔鬼的行為	Non-offensive
鋼彈系列最神ㄉ就是ㄌ把	Non-offensive
這個你可以看欸一樣好看	Non-offensive
蘇卡只是一個無辜少女愛畫圖而已	Non-offensive
